ID,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
4806,Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,0.3,0.03,0.04,0.37
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.37
4809,WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,0.36,0.01,0,0.37
4811,The Incredibles: Rise of the Underminer,GBA,2005,Action,THQ,0.29,0.11,0,0.4
4812,Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.38,0.38
4813,Battalion Wars,GC,2005,Strategy,Nintendo,0.25,0.07,0.07,0.39
4815,Power Rangers: Dino Thunder,GC,2004,Action,THQ,0.31,0.08,0,0.39
4816,Rocksmith 2014,XOne,2014,Misc,Ubisoft,0.29,0.08,0,0.37
4818,NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0,0.37
4819,TMNT,Wii,2007,Action,Ubisoft,0.34,0.03,0,0.37
4822,EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.23,0.14,0,0.37
4823,Fighting Vipers,SAT,1995,Fighting,Sega,0,0,0.4,0.4
4825,Iron Man 2,PS3,2010,Action,Sega,0.14,0.19,0,0.33
4827,AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,0,0,0.4,0.4
4828,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0,0.39
4835,NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0,0.37
4837,Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0,0.35
4838,MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.34
4841,Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0,0.34
4842,Rocket Power: Dream Scheme,GBA,2001,Action,THQ,0.29,0.11,0,0.4
4843,SpongeBob's Truth or Square (US sales),Wii,2009,Action,THQ,0.38,0.01,0,0.39
4844,MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.39
4846,Planet 51,DS,2009,Action,Sega,0.22,0.14,0,0.36
4847,The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.38
4848,Road Rash: Jailbreak,PS,1999,Racing,Electronic Arts,0.22,0.15,0,0.37
4849,Mother 3,GBA,2006,Role-Playing,Nintendo,0,0,0.39,0.39
4850,Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.29,0.11,0,0.4
4852,Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0,0.37
4853,Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.16,0,0.36
4854,Wii Sports Club,WiiU,2014,Sports,Nintendo,0.19,0.14,0.04,0.37
4858,Sonic Lost World,WiiU,2013,Platform,Sega,0.24,0.12,0.01,0.37
4859,Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.33
4860,Silent Hill: Homecoming,PS3,N/A,Action,Konami Digital Entertainment,0.18,0.15,0,0.33
4861,Star Wars: Clone Wars,GC,2002,Shooter,Activision,0.31,0.08,0,0.39
4862,NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.38
4863,Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0,0,0.37,0.37
4864,Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.37
4865,I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.34
4868,NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.34
4869,Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.33
4870,SD Gundam G Generation Seed,PS2,2004,Strategy,Namco Bandai Games,0,0,0.4,0.4
4871,Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0,0.39
4876,Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.4,0.4
4877,Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0,0.36
4879,Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0,0.34
4880,Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0,0.32
4881,Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0,0.34
4882,Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.37
4885,Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.35
4886,Skylanders: SuperChargers,PS3,2015,Action,Activision,0.15,0.18,0,0.33
4887,NHL 99,N64,1998,Sports,Electronic Arts,0.38,0.01,0,0.39
4888,NBA 2K10,Wii,2009,Sports,Take-Two Interactive,0.36,0,0,0.36
4890,Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.18,0,0.32
4892,Monster Jam: Urban Assault,DS,2008,Racing,Activision,0.37,0,0,0.37
4897,Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0,0,0.39,0.39
4898,Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0,0.38
4900,NBA Live 09,PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.34
4902,The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0,0.37
4904,Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0,0,0.39,0.39
4905,SpongeBob's Truth or Square (US sales),PSP,2009,Action,THQ,0.39,0,0,0.39
4906,FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0,0.34
4907,Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.36,0,0,0.36
4908,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.36
4909,NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.33
4910,Laser Blast,2600,1981,Action,Activision,0.37,0.02,0,0.39
4911,Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.36,0,0,0.36
4912,LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.35
4913,Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,0.22,0.15,0,0.37
4914,Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.36,0,0,0.36
4915,Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0,0.38
4916,Just Dance 2014,PS4,2013,Misc,Ubisoft,0.18,0.16,0,0.34
4917,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.35
4919,Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.37
4920,Red Faction: Armageddon,X360,2011,Shooter,THQ,0.18,0.17,0.01,0.36
4921,Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,0.14,0.19,0,0.33
4922,Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.22,0.13,0,0.35
4923,Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.19,0.17,0,0.36
4924,Yoshi Touch & Go,DS,2005,Platform,Nintendo,0.34,0.02,0,0.36
4925,EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.17,0,0.35
4926,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.36
4927,Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0.39,0.39
4928,Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0,0.32,0,0.32
4929,SSX 3,XB,2003,Sports,Electronic Arts,0.29,0.08,0,0.37
4930,MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,0.3,0.01,0,0.31
4931,Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.38
4933,Custom Robo V2,N64,2000,Fighting,Nintendo,0,0,0.34,0.34
4937,Chibi-Robo! Plug into Adventure!,GC,2005,Adventure,Nintendo,0.23,0.06,0.09,0.38
4938,Dawn of Discovery,PC,2009,Simulation,Ubisoft,0,0.32,0,0.32
4939,Jampack Winter 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.19,0.15,0,0.34
4940,Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision,0.36,0,0,0.36
4941,Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.35
4944,Skylanders Giants,WiiU,2012,Action,Activision,0.23,0.12,0,0.35
4945,Just Dance 4,WiiU,2012,Misc,Ubisoft,0.22,0.14,0,0.36
4946,Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,0,0,0.39,0.39
4947,Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,0.19,0.15,0,0.34
4948,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.35
4949,SpongeBob vs The Big One: Beach Party Cook Off,DS,2009,Adventure,THQ,0.24,0.11,0,0.35
4950,MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.31
4951,Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.34,0.02,0,0.36
4952,Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.34
4953,Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.15,0,0.31
4954,Fatal Fury,SNES,1992,Fighting,Takara,0,0,0.39,0.39
4955,Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.35
4956,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0,0,0.39,0.39
4957,The Dog Island,Wii,2007,Adventure,Ubisoft,0.35,0.01,0,0.36
4958,Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.37
4959,The Sims 2,GBA,2005,Simulation,Electronic Arts,0.28,0.1,0,0.38
4960,Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.34
4961,MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.35
4962,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0.39
4963,Auto Modellista,PS2,2002,Racing,Capcom,0.19,0.15,0,0.34
4964,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0.08,0,0.37
4965,Junior Classic Games,DS,2009,Misc,Avanquest,0.26,0.09,0,0.35
4966,Hooked! Again: Real Motion Fishing,Wii,2009,Sports,505 Games,0.36,0,0,0.36
4967,Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.34
4968,Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.34
4970,Tokimeki Memorial 2,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.36,0.36
4971,Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.37
4972,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.08,0.01,0.36
4973,Ice Age: Dawn of the Dinosaurs,DS,2009,Action,Activision,0.2,0.15,0,0.35
4974,Dance Party: Pop Hits,Wii,2009,Misc,Nordic Games,0,0.36,0,0.36
4975,Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,0.28,0.1,0,0.38
4976,Jam Sessions: Sing and Play Guitar (US sales),DS,2007,Misc,Ubisoft,0.38,0,0,0.38
4977,Saints Row IV,PS4,2015,Action,Deep Silver,0.13,0.17,0.03,0.33
4978,Evil Dead: Fistfull of Boomstick,PS2,2003,Action,THQ,0.19,0.15,0,0.34
4979,One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.37
4980,Phantasy Star Ø,DS,2008,Role-Playing,Sega,0.16,0,0.2,0.36
4981,Triple Play 97,PS,1996,Sports,Electronic Arts Victor,0.21,0.15,0,0.36
4982,Virtua Tennis 2009,PS3,2009,Sports,Sega,0.09,0.23,0,0.32
4983,Super Soccer,SNES,1991,Sports,Nintendo,0,0,0.38,0.38
4984,Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.37
4985,Wario Land II (GBC),GB,1998,Platform,Nintendo,0,0,0.38,0.38
4986,San Francisco Rush: Extreme Racing,PS,1997,Racing,GT Interactive,0.21,0.15,0,0.36
4987,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.33
4988,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998,Racing,Human Entertainment,0,0,0.36,0.36
4989,Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,0.24,0.11,0,0.35
4990,ESPN College Hoops 2K5,XB,2004,Sports,Sega,0.29,0.08,0,0.37
4991,Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.34
4992,Cabela's Dangerous Hunts 2009,Wii,2008,Sports,Activision Value,0.36,0,0,0.36
4993,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.35
4994,SD Gundam G Generation Spirits,PS2,2007,Strategy,Namco Bandai Games,0,0,0.38,0.38
4995,Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0,0.35
4996,Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.27,0.07,0,0.34
4997,Peppa Pig: The Game,Wii,2009,Misc,Pinnacle,0,0.35,0,0.35
4998,God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0,0.01,0.37,0.38
4999,Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.15,0.17,0,0.32
5000,The Cat in the Hat,GBA,2005,Platform,Jack of All Games,0.27,0.1,0,0.37
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.36
5002,NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.34
5003,Turok: Evolution,GC,2002,Shooter,Acclaim Entertainment,0.3,0.08,0,0.38
5004,Destiny: The Taken King,X360,2015,Shooter,Activision,0.22,0.12,0,0.34
5005,Tamagotchi Connection: Corner Shop 3,DS,2007,Simulation,Atari,0.07,0,0.31,0.38
5006,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002,Strategy,Namco Bandai Games,0,0,0.38,0.38
5007,Ice Age,GBA,2002,Action,Ubisoft,0.27,0.1,0,0.37
5008,Sega Superstars Tennis,PS2,2008,Sports,Sega,0.1,0,0,0.1
5009,Headhunter,PS2,2002,Action,Sega,0.19,0.15,0,0.34
5010,Skate,PS3,2007,Sports,Electronic Arts,0.29,0.05,0,0.34
5011,Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0,0,0.38,0.38
5012,Raving Rabbids: Travel in Time 3D,3DS,2011,Platform,Ubisoft,0.11,0.23,0,0.34
5013,NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.35
5014,Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,0.3,0.08,0,0.38
5015,NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.11,0,0.32
5016,ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.36
5017,Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.15,0.2,0,0.35
5018,Overlord: Dark Legend,Wii,2009,Action,Codemasters,0.12,0.22,0,0.34
5019,Ninja: Shadow of Darkness,PS,1998,Action,Eidos Interactive,0.21,0.14,0,0.35
5020,SD Gundam G Generation-F,PS,2000,Strategy,Namco Bandai Games,0,0,0.36,0.36
5021,Bratz: Rock Angelz,PS2,2005,Misc,THQ,0.19,0.15,0,0.34
5022,FlatOut,PS2,2004,Racing,Empire Interactive,0.19,0.15,0,0.34
5023,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013,Adventure,Capcom,0,0,0.38,0.38
5024,SSX 3,GC,2003,Sports,Electronic Arts,0.29,0.08,0,0.37
5025,NCAA Football 11,PS2,2010,Sports,Electronic Arts,0.19,0.15,0,0.34
5026,Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.33
5027,Lilo & Stitch 2: Hämsterviel Havoc,GBA,2004,Action,Disney Interactive Studios,0.27,0.1,0,0.37
5028,Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.36
5029,Risk: Global Domination,PS2,2003,Strategy,Atari,0.19,0.15,0,0.34
5030,Elite Beat Agents,DS,2006,Misc,Nintendo,0.31,0.03,0,0.34
5031,NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.34
5032,Mobile Suit Gundam version 2.0,PS,1996,Action,Namco Bandai Games,0,0,0.36,0.36
5033,Grandia Xtreme,PS2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.37
5034,Silent Scope,PS2,2000,Shooter,Konami Digital Entertainment,0.19,0.15,0,0.34
5035,Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,0.38,0.38
5036,Virtua Tennis 2009,Wii,2009,Sports,Sega,0.13,0.21,0,0.34
5037,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008,Platform,Take-Two Interactive,0.19,0.15,0,0.34
5038,The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.33
5039,Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.21
5040,Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision,0.34,0.02,0,0.36
5041,EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.15,0.01,0.32
5042,Iron Man 2,PSP,2010,Action,Sega,0.18,0.12,0,0.3
5043,DiRT 2,Wii,2009,Racing,Codemasters,0.11,0.23,0,0.34
5044,Tokimeki Memorial: Forever with You,SAT,1996,Simulation,Konami Digital Entertainment,0,0,0.38,0.38
5045,MediEvil II,PS,1999,Action,Sony Computer Entertainment,0.21,0.14,0,0.35
5046,Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,0.13,0.2,0,0.33
5047,Hunter: The Reckoning,XB,2002,Action,Interplay,0.28,0.08,0,0.36
5048,MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0,0.33
5049,Rogue Trip: Vacation 2012,PS,1998,Racing,GT Interactive,0.21,0.14,0,0.35
5050,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0,0,0.38,0.38
5051,Tiger Woods PGA Tour 08,PSP,2007,Sports,Electronic Arts,0.14,0.15,0,0.29
5052,Pokemon Channel,GC,2003,Adventure,Nintendo,0.24,0.06,0.07,0.37
5053,Taiko no Tatsujin Portable DX,PSP,2011,Misc,Namco Bandai Games,0,0,0.38,0.38
5054,Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.37
5055,Moto Racer World Tour,PS,2000,Racing,Sony Computer Entertainment,0.21,0.14,0,0.35
5056,NCAA Final Four 2000,PS,1999,Sports,989 Sports,0.21,0.14,0,0.35
5057,Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0,0.35
5058,FIFA 17,PS3,2016,Sports,Electronic Arts,0.02,0.29,0.01,0.32
5059,Saints Row: The Third,PC,2011,Action,THQ,0.16,0.16,0,0.32
5060,Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0,0.32
5061,Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.12
5062,ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.32,0.03,0,0.35
5064,Petz Rescue: Wildlife Vet,DS,2008,Simulation,Ubisoft,0.35,0,0,0.35
5065,Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.12,0,0.34
5067,Monster Jam: Path of Destruction,DS,2010,Racing,Activision,0.35,0,0,0.35
5068,Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.05,0.05,0.25,0.35
5069,EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,0.18,0.14,0,0.32
5070,Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0,0.36
5071,Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014,Fighting,Namco Bandai Games,0,0,0.38,0.38
5072,WWE SmackDown vs. Raw 2011,PS2,2010,Fighting,THQ,0.24,0.07,0,0.31
5073,Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.32
5074,The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,0.34,0.01,0,0.35
5075,Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.35
5076,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.35
5077,Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.36
5078,Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0.31,0.03,0,0.34
5079,The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,0.15,0.17,0,0.32
5080,The Golden Compass,PSP,N/A,Action,Sega,0.11,0.16,0,0.27
5081,Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0,0.37
5082,Quake 4,X360,2005,Shooter,Activision,0.32,0.03,0,0.35
5083,Petz Rescue: Ocean Patrol,DS,2008,Adventure,Ubisoft,0.35,0,0,0.35
5085,Puppy Palace,DS,2008,Simulation,Ubisoft,0.35,0,0,0.35
5086,Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.35
5087,Paws & Claws: Pampered Pets,DS,2009,Simulation,THQ,0.35,0,0,0.35
5088,ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.21,0.12,0,0.33
5089,Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.19,0,0.31
5090,Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.03,0.13,0.35
5091,SAW,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0,0.3
5092,The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,0.32,0.03,0,0.35
5093,Tobal 2,PS,1997,Fighting,SquareSoft,0,0,0.35,0.35
5094,Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.,0.35,0,0,0.35
5095,Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.33
5096,Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,0.16,0,0,0.16
5097,Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0,0.36
5098,Life is Strange,PS4,2016,Adventure,Square Enix,0.14,0.15,0.03,0.32
5099,Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.34
5100,NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0,0.36
5101,The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.34
5102,Major League Baseball 2K6,X360,2006,Sports,Spike,0.34,0,0,0.34
5103,Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.35
5104,Petz: Catz 2,PS2,2006,Simulation,Ubisoft,0.18,0.14,0,0.32
5105,Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.17,0.17,0,0.34
5106,Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.2,0.14,0,0.34
5107,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,0.37,0.37
5108,Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0.01,0,0.35
5109,LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.21,0.13,0,0.34
5110,"Monsters, Inc. Scream Arena",GC,2002,Platform,THQ,0.29,0.07,0,0.36
5111,Reel Fishing III,PS2,2003,Sports,Natsume,0.18,0.14,0,0.32
5112,Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.18,0.14,0,0.32
5113,Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.28
5114,Rampage: Total Destruction,PS2,2006,Action,Midway Games,0.18,0.14,0,0.32
5115,High Heat Major League Baseball 2003,PS2,2002,Sports,3DO,0.18,0.14,0,0.32
5116,Madden NFL 11,PSP,2010,Sports,Electronic Arts,0.35,0,0,0.35
5117,Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0,0,0.37,0.37
5118,Panzer Dragoon,SAT,1995,Shooter,Sega,0,0,0.37,0.37
5119,Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.21,0.13,0,0.34
5120,Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.32
5121,Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0,0.32
5122,Yarudora Series Vol.1: Double Cast,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.35,0.35
5123,Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.34
5124,Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0,0.26
5125,Rec Room Games,Wii,2009,Sports,Destineer,0.35,0,0,0.35
5128,Scooby-Doo! Classic Creep Capers,N64,2000,Action,THQ,0.3,0.06,0,0.36
5130,Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.36
5131,FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.19,0.02,0.26
5132,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts,0.14,0.17,0,0.31
5133,Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,0.1,0.17,0,0.27
5134,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0,0.33,0,0.33
5135,Pac-Man World 2,GC,2002,Action,Nintendo,0.28,0.07,0,0.35
5136,Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai Games,0,0,0.37,0.37
5142,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.33
5143,NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.34
5145,FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.32
5146,Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,0.37,0,0,0.37
5148,Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.33
5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.34
5152,Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.33
5153,Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.3
5154,Virtua Fighter 3tb,DC,1998,Fighting,Sega,0,0,0.37,0.37
5155,Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.19,0,0.3
